,datetime,user_id_64,member_id,segment_id,is_daily_unique,is_monthly_unique,value
0,2015-09-07 11:52:05,1000316548248541008,1371,453171,0,0,0
1,2015-09-07 11:52:05,1000316548248541008,1371,632176,0,0,0
2,2015-09-07 11:52:05,1000316548248541008,1371,1062915,0,0,0
3,2015-09-07 11:52:05,1000316548248541008,1371,453189,0,0,0
4,2015-09-07 11:52:05,1000316548248541008,1371,453204,0,0,0
5,2015-09-07 11:52:05,1000316548248541008,1371,1520100,0,0,0
6,2015-09-07 11:52:05,1000316548248541008,1371,1061011,0,0,0
7,2015-09-07 11:52:05,1000316548248541008,1371,453179,0,0,0
8,2015-09-07 11:52:05,1000316548248541008,1371,453208,0,0,0
9,2015-09-07 11:52:05,1000316548248541008,1371,1670513,0,0,0
10,2015-09-07 11:52:05,1000316548248541008,1371,453187,0,0,0
11,2015-09-07 11:52:05,1000316548248541008,1371,790029,0,0,0
12,2015-09-07 11:52:05,1000316548248541008,1371,1520095,0,0,0
13,2015-09-07 11:52:05,1000316548248541008,1371,453202,0,0,0
14,2015-09-07 11:52:05,1000316548248541008,1371,453176,0,0,0
15,2015-09-07 11:52:05,1000316548248541008,1371,841039,0,0,0
16,2015-09-07 11:52:05,1000316548248541008,1371,453189,0,0,0
17,2015-09-07 11:52:05,1000316548248541008,1371,1062915,0,0,0
18,2015-09-07 11:52:05,1000316548248541008,1371,453210,0,0,0
19,2015-09-07 11:52:05,1000316548248541008,1371,2259511,0,0,0
20,2015-09-07 11:52:05,1000316548248541008,1371,453216,0,0,0
21,2015-09-07 11:52:05,1000316548248541008,1371,453195,0,0,0
22,2015-09-07 11:52:05,1000316548248541008,1371,1110605,0,0,0
23,2015-09-07 11:52:05,1000316548248541008,1371,453217,0,0,0
24,2015-09-07 11:52:05,1000316548248541008,1371,453200,0,0,0
25,2015-09-07 11:52:05,1000316548248541008,1371,1122880,0,0,0
26,2015-09-07 11:52:05,1000316548248541008,1371,453213,0,0,0
27,2015-09-07 11:52:05,1000316548248541008,1371,2518872,0,0,0
28,2015-09-07 11:52:05,1000316548248541008,1371,1110604,0,0,0
29,2015-09-07 11:52:05,1000316548248541008,1371,453194,0,0,0
30,2015-09-07 11:52:05,1000316548248541008,1371,453204,0,0,0
31,2015-09-07 11:52:05,1000316548248541008,1371,1520100,0,0,0
32,2015-09-07 11:52:05,1000316548248541008,1371,453225,0,0,0
33,2015-09-07 11:52:05,1000316548248541008,1371,453169,0,0,0
34,2015-09-07 11:52:05,1000316548248541008,1371,453172,0,0,0
35,2015-09-07 11:52:05,1000316548248541008,1371,596219,0,0,0
36,2015-09-07 11:52:05,1000316548248541008,1371,2259511,0,0,0
37,2015-09-07 11:52:05,1000316548248541008,1371,453210,0,0,0
38,2015-09-07 11:52:05,1000316548248541008,1371,1122880,0,0,0
39,2015-09-07 11:52:05,1000316548248541008,1371,453200,0,0,0
40,2015-09-07 11:52:05,1000316548248541008,1371,646484,0,0,0
41,2015-09-07 11:52:05,1000316548248541008,1371,453175,0,0,0
42,2015-09-07 11:52:05,1000316548248541008,1371,453175,0,0,0
43,2015-09-07 11:52:05,1000316548248541008,1371,646484,0,0,0
44,2015-09-07 11:52:05,1000316548248541008,1371,453216,0,0,0
45,2015-09-07 11:52:05,1000316548248541008,1371,624595,0,0,0
46,2015-09-07 11:52:05,1000316548248541008,1371,453174,0,0,0
47,2015-09-07 11:52:05,1000316548248541008,1371,453213,0,0,0
48,2015-09-07 11:52:05,1000316548248541008,1371,2518872,0,0,0
49,2015-09-23 08:02:22,1000316548248541008,1371,453179,0,0,0
50,2015-09-23 08:02:22,1000316548248541008,1371,790029,0,0,0
51,2015-09-23 08:02:22,1000316548248541008,1371,1670513,0,0,0
52,2015-09-23 08:02:22,1000316548248541008,1371,453203,0,0,0
53,2015-09-23 08:02:22,1000316548248541008,1371,2010912,0,0,0
54,2015-09-23 08:02:22,1000316548248541008,1371,453204,0,0,0
55,2015-09-23 08:02:22,1000316548248541008,1371,453134,0,0,0
56,2015-09-23 08:02:22,1000316548248541008,1371,453210,0,0,0
57,2015-09-23 08:02:22,1000316548248541008,1371,2518872,0,0,0
58,2015-09-23 08:02:22,1000316548248541008,1371,1520100,0,0,0
59,2015-09-23 08:02:22,1000316548248541008,1371,453202,0,0,0
60,2015-09-23 08:02:22,1000316548248541008,1371,1520095,0,0,0
61,2015-09-23 08:02:22,1000316548248541008,1371,453200,0,0,0
62,2015-09-23 08:02:22,1000316548248541008,1371,2259511,0,0,0
63,2015-09-23 08:02:22,1000316548248541008,1371,453208,0,0,0
64,2015-09-23 08:02:22,1000316548248541008,1371,453138,0,0,0
65,2015-09-23 08:02:22,1000316548248541008,1371,453216,0,0,0
66,2015-09-23 08:02:22,1000316548248541008,1371,1110605,0,0,0
67,2015-09-23 08:02:22,1000316548248541008,1371,453194,0,0,0
68,2015-09-23 08:02:22,1000316548248541008,1371,453167,0,0,0
69,2015-09-23 08:02:22,1000316548248541008,1371,453217,0,0,0
70,2015-09-23 08:02:22,1000316548248541008,1371,453225,0,0,0
71,2015-09-23 08:02:22,1000316548248541008,1371,453168,0,0,0
72,2015-09-23 08:02:22,1000316548248541008,1371,1122880,0,0,0
73,2015-09-23 08:02:22,1000316548248541008,1371,453195,0,0,0
74,2015-09-23 08:02:22,1000316548248541008,1371,453176,0,0,0
75,2015-09-23 08:02:22,1000316548248541008,1371,1014078,0,0,0
76,2015-09-23 08:02:22,1000316548248541008,1371,841039,0,0,0
77,2015-09-23 08:02:22,1000316548248541008,1371,453174,0,0,0
78,2015-09-23 08:02:22,1000316548248541008,1371,1110604,0,0,0
79,2015-09-23 08:02:22,1000316548248541008,1371,453189,0,0,0
80,2015-05-16 13:40:46,1002435946603753003,1371,453173,0,0,0
81,2015-05-16 13:40:46,1002435946603753003,1371,453219,0,0,0
82,2015-05-16 13:40:46,1002435946603753003,1371,453218,0,0,0
83,2015-05-16 13:40:46,1002435946603753003,1371,453223,0,0,0
84,2015-05-16 13:40:46,1002435946603753003,1371,453210,0,0,0
85,2015-05-16 13:40:46,1002435946603753003,1371,453209,0,0,0
86,2015-05-16 13:40:46,1002435946603753003,1371,841039,0,0,0
87,2015-05-16 13:40:46,1002435946603753003,1371,453208,0,0,0
88,2015-05-16 13:40:46,1002435946603753003,1371,1061011,0,0,0
89,2015-05-16 13:40:46,1002435946603753003,1371,453200,0,0,0
90,2015-05-16 13:40:46,1002435946603753003,1371,1122882,0,0,0
91,2015-05-16 13:40:46,1002435946603753003,1371,453157,0,0,0
92,2015-05-16 13:40:46,1002435946603753003,1371,453202,0,0,0
93,2015-05-16 13:40:46,1002435946603753003,1371,453170,0,0,0
94,2015-05-16 13:40:46,1002435946603753003,1371,453191,0,0,0
95,2015-04-14 07:59:02,1003127035110052001,1371,453215,0,0,0
96,2015-04-14 07:59:02,1003127035110052001,1371,1437794,0,0,0
97,2015-04-14 07:59:02,1003127035110052001,1371,453175,0,0,0
98,2015-04-14 07:59:02,1003127035110052001,1371,452955,0,0,0
99,2015-04-14 07:59:02,1003127035110052001,1371,453192,0,0,0
100,2015-04-14 07:59:02,1003127035110052001,1371,1110288,0,0,0
101,2015-04-14 07:59:02,1003127035110052001,1371,453168,0,0,0
102,2015-04-14 07:59:02,1003127035110052001,1371,453171,0,0,0
103,2015-04-14 07:59:02,1003127035110052001,1371,453194,0,0,0
104,2015-04-14 07:59:02,1003127035110052001,1371,453200,0,0,0
105,2015-04-14 07:59:02,1003127035110052001,1371,453170,0,0,0
106,2015-04-14 07:59:02,1003127035110052001,1371,453193,0,0,0
107,2015-04-14 07:59:02,1003127035110052001,1371,453195,0,0,0
108,2015-04-14 07:59:02,1003127035110052001,1371,453225,0,0,0
109,2015-04-14 07:59:02,1003127035110052001,1371,453204,0,0,0
110,2015-04-14 07:59:02,1003127035110052001,1371,453167,0,0,0
111,2015-04-14 07:59:02,1003127035110052001,1371,453191,0,0,0
112,2015-04-14 07:59:02,1003127035110052001,1371,2518872,0,0,0
113,2015-04-14 07:59:02,1003127035110052001,1371,453223,0,0,0
114,2015-04-14 07:59:02,1003127035110052001,1371,453202,0,0,0
115,2015-04-14 07:59:02,1003127035110052001,1371,2421020,0,0,0
116,2015-04-14 07:59:02,1003127035110052001,1371,453189,0,0,0
117,2015-04-14 07:59:02,1003127035110052001,1371,453144,0,0,0
118,2015-04-14 07:59:02,1003127035110052001,1371,453208,0,0,0
119,2015-04-14 07:59:02,1003127035110052001,1371,624595,0,0,0
120,2015-04-14 07:59:02,1003127035110052001,1371,841039,0,0,0
121,2015-04-14 07:59:02,1003127035110052001,1371,453210,0,0,0
122,2015-04-14 07:59:02,1003127035110052001,1371,453134,0,0,0
123,2015-04-14 07:59:02,1003127035110052001,1371,2259511,0,0,0
124,2015-04-14 07:59:02,1003127035110052001,1371,453188,0,0,0
125,2014-08-16 18:55:28,100393256906753006,1371,1670513,0,0,0
126,2014-08-16 18:55:28,100393256906753006,1371,453209,0,0,0
127,2014-08-16 18:55:28,100393256906753006,1371,790029,0,0,0
128,2014-08-16 18:55:28,100393256906753006,1371,453225,0,0,0
129,2014-08-16 18:55:28,100393256906753006,1371,453189,0,0,0
130,2014-08-16 18:55:28,100393256906753006,1371,453202,0,0,0
